,company,description,est_salary,exp_lvl,link,location,post_time,real_salary_lower,real_salary_upper,title
0,Selby Jennings,Cover market data feed decoding. An ideal candidate will have had some experience in a similar trading environment but this is not a pre-requisite as the...,200000.0,mid_level,http://www.indeed.com/rc/clk?jk=40150a3952cc6a2b&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",1 day ago,175000.0,300000.0,VP C++ Low Latency Software Developer
1,Selby Jennings,Research Scientist - High Frequency Trading. An opportunity exists for an exceptional research scientist with a proven track record of cutting edge research...,200000.0,mid_level,http://www.indeed.com/rc/clk?jk=40d959674a4fc18c&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",3 days ago,175000.0,250000.0,Research Scientist - High Frequency Trading
2,"The Hagan-Ricci Group, Inc.",New York City financial services firm is seeking an experienced Data Scientist with strong Python development skills to work collaboratively with quants and IT...,200000.0,mid_level,http://www.indeed.com/rc/clk?jk=1fb426c9c0ce2437&fccid=31b9e0aaed20857f,"New York, NY",17 days ago,200000.0,300000.0,Data Scientist / Python Developer
3,Datacom Technology Group,"Should have experience conducting empirical research and working with large fundamental data sets. Will analyze and interpret relevant data, use valuation...",200000.0,mid_level,http://www.indeed.com/rc/clk?jk=1399b83140ea54f7&fccid=fcfce6dc85448da7,"New York, NY 10022 (Midtown area)",20 days ago,200000.0,,Quantitative Analyst (Fundamental Quant Equities) - Hedge Fund
4,Selby Jennings,"Extract and analyze data from large, complex data sets. Experience manipulating large, complex data sets. Fluency in some selection of programming languages and...",200000.0,mid_level,http://www.indeed.com/rc/clk?jk=d8f731e9ae667898&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",19 days ago,150000.0,250000.0,Quantitative Research – Machine Learning
5,Technical Source,"Data analytics and modeling, data visualization, business acumen and strategy.*. The Data Scientist and Senior Managing Strategy Consultant role is in our...",200000.0,mid_level,http://www.indeed.com/cmp/Technical-Source/jobs/Data-Scientist-f758a230b75bf33b?r=1&fccid=18de6f0ef89489e1,"Armonk, NY",24 days ago,200000.0,,Data Scientist
6,Execu | Search,"Analyze large structured and unstructured data sets such as internal trade data, risk data, fundamental data, and sentiment data....",200000.0,mid_level,http://www.indeed.com/rc/clk?jk=d3b76f9ffe837d64&fccid=1d60172167b02068,"New York, NY",30+ days ago,150000.0,250000.0,Quantitative Risk Analyst
7,LT,Our data team consists of two data analysts and two data scientists. My client a leading mobile application company located right here in the beautiful Los...,200000.0,mid_level,http://www.indeed.com/cmp/LT/jobs/Sdet-Engineer-a20215ce22f17813?r=1&fccid=867f5ccabfd4ec09,"Los Angeles, CA",30+ days ago,200000.0,,SDET Engineer
8,ingenium,Lead and manage a team of data engineers and scientists working on firm's data pipeline. Data - Lead Software Engineer....,200000.0,mid_level,http://www.indeed.com/rc/clk?jk=25422e4f63bbf748&fccid=d19c99c72be0c18d,"New York, NY 10018 (Clinton area)",30+ days ago,200000.0,,Lead Data Engineer
9,Harnham,Chief Data Scientist - Consulting. Chief Data Scientist | Data Science | Insurance | Management Consulting | Project Management | Statistical Modeling....,200000.0,mid_level,http://www.indeed.com/rc/clk?jk=ed804e9cea125191&fccid=d72eb0548d91249c,"New York, NY",30+ days ago,220000.0,,Chief Data Scientist - Consulting
10,Rekruiters,Analyzing system performance/trading data; Building applicationsthat parse and stream data; Working with our research scientists to deliver their algorithms and...,200000.0,entry_level,http://www.indeed.com/rc/clk?jk=22ab419b40468c0e&fccid=6c02f58b75d4dcce,"Houston, TX 77006 (Montrose area)",6 days ago,250000.0,,C++ Software Engineer
11,Infinity Consulting Solutions,"Data Scientist - Principal. Looking for a proven ""hands on” Data Scientist to build up a new practice within this cloud-based product division....",200000.0,entry_level,http://www.indeed.com/rc/clk?jk=5d7c0d07b64bcca8&fccid=c91b9f014b80ea8c,"Saint Paul, MN",23 days ago,150000.0,250000.0,Principal Data Scientist
12,Averity,Source and build large data sets to utilize your abilities to conduct statistical and mathematical analysis....,200000.0,entry_level,http://www.indeed.com/rc/clk?jk=cfc624c0d5417a08&fccid=39407476605079e0,"Philadelphia, PA",26 days ago,200000.0,300000.0,Quantitative Analyst (Big Data Focus) at $10+ Billion Hedge Fund
13,Geode Executive Search,"Data Scientist - Text Analytics - SQL, R, SAS*. The ~600 person company has a relatively new Data Analytics department, which has the responsibility of...",200000.0,entry_level,http://www.indeed.com/cmp/Geode-Executive-Search/jobs/Data-Scientist-56807b7467c12db9?r=1&fccid=e581077b5996c664,"New York, NY",30+ days ago,200000.0,,"Data Scientist - Text Analytics - SQL, R, SAS"
14,Averity,Our Quantitative Strategy team is in search of a statically and analytically driven Quant / Data Scientist with hands on programming experience to lead the...,200000.0,entry_level,http://www.indeed.com/rc/clk?jk=f894d92be821469e&fccid=39407476605079e0,"New York, NY",30+ days ago,200000.0,250000.0,Quantitative Research Analyst / Data Scientist for $20B Hedge Fund
15,Averity,Examine and analyze data to increase alpha and decrease risk. Industry leading multi-billion dollar quant fund looking for Analysts that can drive quantitative...,200000.0,entry_level,http://www.indeed.com/rc/clk?jk=56fd117bff74f3e9&fccid=39407476605079e0,"New York, NY",30+ days ago,150000.0,300000.0,Quantitative Analyst for Global Quant Fund
16,"DTS - NLP, Machine Learning","NLP, machine learning, data analytics:. Understanding of NLP, machine learning, data analytics, and expert systems*....",200000.0,senior_level,http://www.indeed.com/cmp/DTS/jobs/VP-Engineering-Machine-Learning-c02e9d8def5d3e7c?r=1&fccid=ddf6271825219a2d,"Boston, MA",7 days ago,200000.0,,VP Engineering Machine Learning
17,HERO.jobs,Integrate data storage solutions (both relational and noSQL). Able to integrate multiple data sources and databases into one system....,200000.0,senior_level,http://www.indeed.com/cmp/Hero.jobs/jobs/Senior-Software-Engineer-8d6c33e96b88b49c?r=1&fccid=a740ef1605ec14be,"San Francisco, CA",21 days ago,200000.0,,Senior Software Engineer - Python - Machine Learning
18,Penfield Search Partners,"Use of historical data / informative priors, biomarker modelling, causal inference, missing data, benefit-risk modelling, evidence synthesis). Sr....",200000.0,senior_level,http://www.indeed.com/rc/clk?jk=d4fe7e07784931e7&fccid=5d807087f2960e47,"Philadelphia, PA",30+ days ago,220000.0,,"Sr. Director, Statistical Innovation"
19,Penfield Search Partners,"Oversee or partner in development of data quality assurance checks, ensuring accuracy and consistency of data released for statistical analysis....",190000.0,mid_level,http://www.indeed.com/rc/clk?jk=36b2169dbb9a8182&fccid=5d807087f2960e47,"North Chicago, IL",7 days ago,190000.0,,"Director, Phase I Biostatistics"
20,TW Staffing Solutions,"Data Scientist - New York (total compensation $199,000). Obtain a solid fundamental knowledge into Big Data research, gaining high level exposure to multiple...",190000.0,mid_level,http://www.indeed.com/rc/clk?jk=f6d0a1d8de312441&fccid=a6eb891e87503d5a,"New York, NY",30+ days ago,199000.0,,Data Scientist
21,Jobspring Partners,They are hiring for a hands-on Data Science and Analytics Manager to lead a team of data engineers and data scientists that develop the data processing engine...,190000.0,entry_level,http://www.indeed.com/rc/clk?jk=189fd56872a230a3&fccid=4a2d2fbadf14d480,"Santa Clara, CA",5 days ago,180000.0,200000.0,Data Science and Analytics Leader - Pre-IPO Unicorn
22,JPMorgan Chase - Asset Management,"J.P. Morgan is a global leader in asset and wealth management services. The Asset Management line of business serves institutional, ultra high net worth, high",190000.0,entry_level,http://www.indeed.com/rc/clk?jk=c837f343d77dc2d4&fccid=c46d0116f6e69eae,"New York, NY",10 days ago,,,Asset Management - Quantitative Analyst - VP/ED (Based in London/ New York)
23,Geode Executive Search,"Data Scientist - Text Analytics - SQL, R, SAS*. The ~600 person company has a relatively new Data Analytics department, which has the responsibility of...",190000.0,entry_level,http://www.indeed.com/company/Geode-Executive-Search/jobs/Data-Scientist-56807b7467c12db9?r=1&fccid=e581077b5996c664,"New York, NY",30+ days ago,200000.0,,"Data Scientist - Text Analytics - SQL, R, SAS"
24,Green Key Resources,"Qualifications Masters in Mathematics, Physics or Quantitative Finance 7+ years of relevant experience in Risk, Modelling or related industry Attention to",190000.0,senior_level,http://www.indeed.com/rc/clk?jk=7b42212e52dcf436&fccid=f9df97a5b5c014ec,"New York, NY 10016 (Gramercy area)",29 days ago,175000.0,215000.0,Quantitative Analyst
25,Green Key Resources,7+ years of relevant Data Governance experience. Contribute to the overall data governance strategy to ensure the meta data developed and composed supports the...,190000.0,senior_level,http://www.indeed.com/rc/clk?jk=784149d1f7ff7a79&fccid=f9df97a5b5c014ec,"New York, NY 10016 (Gramercy area)",30+ days ago,175000.0,215000.0,Data Analysis Specialist
26,Tandem Recruiting Group,"Our client is the world's leading supplier of video surveillance solutions. From its inception in 2001,they have played an active role in the ever-evolving",180000.0,mid_level,http://www.indeed.com/cmp/Tandem-Recruiting-Group/jobs/Computer-Vision-Machine-Learning-Researcher-f07ec19424f6c4b8?r=1&fccid=2d68a81d04a3d17b,"Santa Clara, CA",7 days ago,180000.0,,Computer Vision/Machine Learning Researcher
27,Workbridge Associates,Industry leading Fortune 500 Company based in San Francisco is hiring a full time permanent Senior Data Scientist for their data science team....,180000.0,mid_level,http://www.indeed.com/rc/clk?jk=d4f63dedccf14e09&fccid=a6920e0a635e5c4e,"San Francisco, CA",27 days ago,160000.0,210000.0,Senior Data Scientist
28,Workbridge Associates,The role will be working on technology that provides API endpoints to gather data. A leading San Francisco-based company in the fin-tech space is looking for an...,180000.0,mid_level,http://www.indeed.com/rc/clk?jk=a56199e95bea437e&fccid=a6920e0a635e5c4e,"San Francisco, CA",30+ days ago,165000.0,195000.0,"Staff Engineer, Machine Learning (Scala)"
29,LT,"Our data team consists of two data analysts and three data scientists. My client a leading mobile application company located in Los Angeles, CA is looking for...",180000.0,mid_level,http://www.indeed.com/cmp/LT/jobs/Senior-Java-Developer-5d57d18476a3684a?r=1&fccid=867f5ccabfd4ec09,"Los Angeles, CA",30+ days ago,180000.0,,Senior Java Developer
30,Workbridge Associates,The role will be working on technology that provides API endpoints to gather data. A leading San Francisco-based company in the fin-tech space is looking for an...,180000.0,mid_level,http://www.indeed.com/rc/clk?jk=c9647eac2355e9a7&fccid=a6920e0a635e5c4e,"San Francisco, CA",30+ days ago,165000.0,195000.0,"Staff Engineer, Machine Learning"
31,Jobspring Partners,One of the most recognizable automobile companies in the world is looking to build out their Machine Learning team. Chances are someone in your network uses,180000.0,mid_level,http://www.indeed.com/rc/clk?jk=9fc6fd0deada504d&fccid=4a2d2fbadf14d480,"San Jose, CA 95113 (Downtown area)",30+ days ago,160000.0,200000.0,Machine Learning Engineer - Auto R&D
32,Harnham,VP of Data. The data team's mission is to provide the highest level of service to the community through analysing and researching all aspects of data and...,180000.0,mid_level,http://www.indeed.com/rc/clk?jk=f27eae63cd449edb&fccid=d72eb0548d91249c,"New York, NY",30+ days ago,170000.0,190000.0,VP of Data
33,"Redolent, Inc",Hired and led a team of engineers & data scientists. Industry experience in Data modelling & Data science engineering....,180000.0,mid_level,http://www.indeed.com/rc/clk?jk=b17175240534dd82&fccid=d7a70292d8a44fb3,"Milpitas, CA",30+ days ago,185000.0,,Engineering Manager - Big Data Algorithms & Core Engineering
34,Workbridge Associates,A San Francisco-based agriculture software company is hiring for a Principal Data Scientist to help lead a team....,180000.0,entry_level,http://www.indeed.com/rc/clk?jk=10062505a6be1a82&fccid=a6920e0a635e5c4e,"San Francisco, CA",Just posted,170000.0,190000.0,Principal Data Scientist
35,Harnham,"Director, Data Scientist Modeler. Essentially as a Data Scientist Modeler -Director and senior professional, you will always be required to solve challenging...",180000.0,entry_level,http://www.indeed.com/rc/clk?jk=1d08bfaa9434999e&fccid=d72eb0548d91249c,"New York, NY",16 days ago,180000.0,,"Director, Data Scientist Modeler"
36,Penfield Search Partners,"Analysis and interpretation of safety data. Knowledge/research experience in group-sequential/adaptive designs, multiple testing, Bayesian statistics, optimal...",180000.0,entry_level,http://www.indeed.com/rc/clk?jk=c1bd8f20f494aebf&fccid=5d807087f2960e47,"Gaithersburg, MD",23 days ago,180000.0,,"Director, Statistics - Clinical Trial Design Specialist"
37,Carilion Clinic,"The institute has state-of-the-art facilities in functional brain imaging multiple research dedicated MRIs, molecular biology cores, high field cryo- electron...",180000.0,entry_level,http://www.indeed.com/rc/clk?jk=c4335a4f2090cb53&fccid=f32a31323adb5fda,"Roanoke, VA",29 days ago,,,"Section Chief, Neurology with Carilion Clinic and Virginia Tech School of Medicine in Virginia"
38,Pointillist,"We are a group of Data Scientists, Developers, and Start up veterans with a single obsession:. Vice President Business Development & Sales – Pointillist*....",180000.0,entry_level,http://www.indeed.com/cmp/Pointillist/jobs/Vice-President-Business-Development-Sales-ddbb07be20486d68?r=1&fccid=0db07b42f45d6765,"Boston, MA",30+ days ago,180000.0,,Vice President Business Development & Sales
39,Workbridge Associates,A leading Mountain View social media startup looking to add a Data Scientist to their growing team. This is some of the hottest new technology in the Data...,180000.0,senior_level,http://www.indeed.com/rc/clk?jk=6c29ea8684482a08&fccid=a6920e0a635e5c4e,"Mountain View, CA",2 days ago,150000.0,220000.0,Senior Data Scientist
40,Oscar Technology,"A global leader in technology solutions for the transport industry, working with leisure and tourism companies to provide advanced technology platforms and data...",180000.0,senior_level,http://www.indeed.com/cmp/Oscar-Technology/jobs/Data-Science-Director-96463e7ac0f61c4f?r=1&fccid=91b9efb3f8516152,"Dallas-Fort Worth, TX",7 days ago,180000.0,,Data Science Director
41,Workbridge Associates,"Big Data with Hadoop, Hive, Impala. Mid, Senior, Lead, Data, Scientist, Machine, Learning, Predictive, Analytics, Engineer, Developer, Python, R, Hadoop, Hive,...",180000.0,senior_level,http://www.indeed.com/cmp/Workbridge-Associates/jobs/Director-Data-Science-760c3dd88de92587?r=1&fccid=a6920e0a635e5c4e,"Chicago, IL",20 days ago,180000.0,,Director of Data Science
42,The Company Search Group,"The Risk Modeling group is a highly select team of over 200 Statisticians, Econometricians, Scientists, and Engineers, combining the best academic credentials...",180000.0,senior_level,http://www.indeed.com/rc/clk?jk=f92eaa3857e9fb82&fccid=7f36b815b25ba38e,"New York, NY",30+ days ago,,,Head of Modeling
43,Clark Davis Associates,Data review and medical monitoring of data (required). Clinical Research Scientist. Review and query of hematology/oncology data including:....,170000.0,mid_level,http://www.indeed.com/rc/clk?jk=2114134239eece34&fccid=55f4cdfdbf0f4d44,"Parsippany, NJ 07054",13 days ago,85.0,,Clinical Research Scientist
44,Roland & Associates,Lead Data Scientist. You have experience in Big data solutions. You have 6 years of hands-on data science work....,170000.0,mid_level,http://www.indeed.com/rc/clk?jk=2239104698a47580&fccid=dcbe8bbc7e71c119,"San Francisco, CA",20 days ago,150000.0,200000.0,Lead Data Scientist - Machine Learning
45,NextGen Global Resources LLC,"Big Data features:. Experience with NoSQL, MySQL and Big Data solutions (MongoDB, Cassandra, Spark, PostegreSQL)....",170000.0,mid_level,http://www.indeed.com/cmp/NextGen-Global-Resources/jobs/Machine-Learning-d008f6e4cab52185?r=1&fccid=e9a2340113495ba0,"Bellevue, WA",30+ days ago,170000.0,,Machine Learning (SDE)
46,Strategic Employment Partners,Build new data models. Well-established financial advisory/hedge fund is growing its team and hiring a Data Scientist with significant experience programming in...,170000.0,mid_level,http://www.indeed.com/rc/clk?jk=08313029c3118929&fccid=ae836b4513efc3af,"Boston, MA",30+ days ago,170000.0,,Data Scientist
47,Elevate Recruiting Group,"Other members of the team include published authors, Ivy League data scientists, TED-talk speakers, world-class researchers and inspirational education leaders....",170000.0,mid_level,http://www.indeed.com/rc/clk?jk=3126755aef5ab888&fccid=ea0afd5c2a813ac2,"San Francisco, CA",30+ days ago,175000.0,,Devops Engineer with Ruby on Rails
48,Selby Jennings,"Equity Research Analyst – Biotech – New York, NY Selby Jennings’ client, a Boutique Investment Bank, is looking to add an Equity Research Analyst who will be",170000.0,mid_level,http://www.indeed.com/rc/clk?jk=cc67424602095953&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,150000.0,200000.0,"Equity Research Analyst – Biotech – New York, NY"
49,Selby Jennings,VP Data Scientist. A top investment bank in New York City is looking for a VP-level Data Scientist to join their Data Science Division....,170000.0,mid_level,http://www.indeed.com/rc/clk?jk=e4a4a7b3935340a1&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,150000.0,200000.0,VP Data Scientist
50,Selby Jennings,VP Data Scientist. A leading bank is looking for experienced VP-level Data Scientists to join a new and innovative data science group in their NYC headquarters....,170000.0,mid_level,http://www.indeed.com/rc/clk?jk=8416fb54c7a946f7&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,155000.0,200000.0,VP Data Science | Top Bank
51,Jobspring Partners,"Vice President, Analytics, Downtown, SQL, BI Tools, VBA, Python, Java, Agile Methodologies, Data Science, Data Engineer, Marketing Analytics, Data Scientist,...",170000.0,mid_level,http://www.indeed.com/rc/clk?jk=7c51651b70cda69d&fccid=4a2d2fbadf14d480,"Evanston, IL",30+ days ago,160000.0,180000.0,VP of Analytics (Deep Learning)
52,Big Cloud,Do you want to work in a company that are at the forefront of using data science in Medicine?*. Are you a talented Machine Learning Researcher/Engineer?...,170000.0,entry_level,http://www.indeed.com/cmp/Big-Cloud-Recruitment/jobs/Data-Scientist-147f0cf07d1d7fe0?r=1&fccid=a22e33158fb49b51,"San Francisco, CA",30 days ago,,,Data Scientist (Machine Learning / Computer Vision)
53,Jobspring Partners,"A well-known established company is looking for a Data Scientist and is willing to pay up to $150,000. You will be part of the growth team, and will have...",170000.0,entry_level,http://www.indeed.com/rc/clk?jk=0972c67015abe821&fccid=4a2d2fbadf14d480,"San Jose, CA 95113 (Downtown area)",30 days ago,160000.0,185000.0,Data Scientist
54,Jobspring Partners,"Expertise in machine learning, data mining, and algorithm development. Our client is a fast-growing startup building the leading open-source predictive...",170000.0,entry_level,http://www.indeed.com/rc/clk?jk=03e1ef1872500a4a&fccid=4a2d2fbadf14d480,"San Jose, CA 95113 (Downtown area)",28 days ago,150000.0,200000.0,Machine Learning Engineer - Artificial Intelligence
55,Enlitic,"Build maintainable pipelines for deep learning that can handle terabytes of data. As one of the first 20 full-time team members, you will develop Enlitic’s next...",170000.0,entry_level,http://www.indeed.com/rc/clk?jk=d3287a39254e299d&fccid=4195f1de5282d9c4,"San Francisco, CA",30+ days ago,,,Deep Learning / Machine Learning Researcher
56,JPMorgan Chase,"We are a small, focused team of passionate engineers, designers, data scientists, and business people set on creating and building products that transform the...",170000.0,entry_level,http://www.indeed.com/rc/clk?jk=e1d892060d4123ba&fccid=c46d0116f6e69eae,"Brooklyn, NY",30+ days ago,,,CIB – Innovation and FinTech Partnerships VP – New York
57,Elevate Recruiting Group,"Through the Our Clients pivotal world-view in the security domain, the Data Scientist will make large-scale and world-shaping impact across diverse sectors...",170000.0,entry_level,http://www.indeed.com/rc/clk?jk=e4cfbe99cad07b45&fccid=ea0afd5c2a813ac2,"Redwood City, CA",30+ days ago,170000.0,,Senior Data Scientist - Security Experience is Huge
58,Selby Jennings,Senior Equity Research Analyst The firm is expanding their Equity Research department and looking for highly experienced Sell Side Equity Research Analysts,170000.0,senior_level,http://www.indeed.com/rc/clk?jk=d0ae4ea9c78770e4&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",1 day ago,150000.0,200000.0,Senior Equity Research Analyst
59,Jobspring Partners,The leading machine learning company focused on preventing fraud is currently hiring in San Francisco. This will be the first Site Reliability Engineer hire,170000.0,senior_level,http://www.indeed.com/rc/clk?jk=48aa402571901eef&fccid=4a2d2fbadf14d480,"San Francisco, CA",3 days ago,160000.0,185000.0,"Senior Site Reliability Engineer (1st hire, machine learning)"
60,Harnham,The Quantitative Analytics team is a global team located on four of this oil company's trading floors worldwide. The team has a remit to provide quantitative,170000.0,senior_level,http://www.indeed.com/rc/clk?jk=b192154eb571fd1a&fccid=d72eb0548d91249c,"Houston, TX",16 days ago,,,Senior Quantitative Analyst
61,DCSI- Global Consulting Company,Chief Data Scientist – Oil & Gas Analytics Grade :. Identify informative internal & external data sources & establish methods to incorporate into predictive and...,170000.0,senior_level,http://www.indeed.com/cmp/Digitek-Corp-Solution-Inc.-(DCSI)/jobs/Chief-Data-Scientist-Oil-Gas-Analytic-8a9f9602ced74351?r=1&fccid=b06214e311883f6c,"San Jose, CA",29 days ago,170000.0,,Chief Data Scientist – Oil & Gas Analytics
62,Novartis Pharmaceuticals,"Effective coaching and development of statistical scientists and biometricians, as assessed by the IIS Program Head....",170000.0,senior_level,http://www.indeed.com/rc/clk?jk=3e54b7d63c281db1&fccid=c35194d01a9e2595,"East Hanover, NJ 07936",30+ days ago,,,Associate Director Statistical Scientist
63,Bosch,Experience working with GPUs and sensor data processing is desired. Do you want beneficial technologies being shaped by your ideas?...,160000.0,mid_level,http://www.indeed.com/rc/clk?jk=bc23d2ffebe0d838&fccid=a2faf1301ac6ad4b,"Palo Alto, CA",1 day ago,,,Research Scientist - Deep Learning
64,Tandem Recruiting Group,"Our client is the world's leading supplier of video surveillance solutions. From its inception in 2001,they have played an active role in the ever-evolving",160000.0,mid_level,http://www.indeed.com/company/Tandem-Recruiting-Group/jobs/Computer-Vision-Machine-Learning-Researcher-f07ec19424f6c4b8?r=1&fccid=2d68a81d04a3d17b,"Santa Clara, CA",7 days ago,180000.0,,Computer Vision/Machine Learning Researcher
65,Jobspring Partners,"As a Data Engineer, you will act as the bridge from machine learning/data science to data engineering. 3+ years’ experience with Big Data technologies like...",160000.0,mid_level,http://www.indeed.com/rc/clk?jk=1346186db49ee6ec&fccid=4a2d2fbadf14d480,"San Francisco, CA",9 days ago,150000.0,180000.0,Machine Learning/Data Engineer
66,Workbridge Associates,"Experience with Python, R, Machine Learning with a Data Scientist background. Hands on experience with Big Data Tools(Spark) and latest technologies....",160000.0,mid_level,http://www.indeed.com/rc/clk?jk=5784583aa16c203f&fccid=a6920e0a635e5c4e,"New York, NY",8 days ago,145000.0,185000.0,Director of Data Science - Remote Role
67,JPMorgan Chase - Asset Management,"Professional experience as a data scientist, quantitative analyst, software engineering, etc. Big Data solutions development....",160000.0,mid_level,http://www.indeed.com/rc/clk?jk=e3f25a069b9bd61e&fccid=c46d0116f6e69eae,"New York, NY",13 days ago,,,Asset Management | Global Wealth Management Marketing| Data Engineer | Assoc/VP
68,Poshmark,"Hands on experience working with Big data ideally clickstream data in high data volume sectors such as ecommerce, gaming, social network etc....",160000.0,mid_level,http://www.indeed.com/rc/clk?jk=751ea9fb079ed3d5&fccid=0f4f2d112db7d324,"Redwood City, CA",17 days ago,,,Data Science & Analytics Manager
69,Credit Karma,"The team works closely with our data scientists, analysts, and product managers to determine the best ways to expose our massive amounts of data for mining in...",160000.0,mid_level,http://www.indeed.com/rc/clk?jk=ea2e465d22ec5676&fccid=18a0fc6503dc7b4e,"San Francisco, CA",19 days ago,,,Director of Data Engineering
70,HERO.Jobs,"Build big data, machine learning applications that live in the cloud. Develop machine learning applications built to scale that process huge amounts of data....",160000.0,mid_level,http://www.indeed.com/cmp/HERO.Jobs/jobs/Machine-Learning-Engineer-f3a694b37d1999bb?r=1&fccid=44537e64798da581,"Seattle, WA",26 days ago,160000.0,,"Machine Learning Engineer - Big Data, Python, R"
71,Net-Consultants,"Guide junior data scientists in aggregating and exploring applicant data to test statistical hypotheses. Our client, a small, early stage, high growth company...",160000.0,mid_level,http://www.indeed.com/rc/clk?jk=d1ebb922c4377713&fccid=fc583c99fab638a0,"New York, NY",30 days ago,160000.0,,Lead Data Scientist
72,CLEAResult,"Provides leadership and talent development for data scientists and analytics team. PhD in computer science, applied mathematics, statistics, software...",160000.0,mid_level,http://www.indeed.com/rc/clk?jk=070ba98149cd96ca&fccid=9525ad1bff5f5c27,"Austin, TX",30+ days ago,,,"Vice President, Advanced Analytics"
73,Capgemini,"Insights & Data. (big data, enterprise content management, data architecture, people and operational analytics, analytics-as-a-service) and....",160000.0,mid_level,http://www.indeed.com/rc/clk?jk=9ac6da4943d4cb08&fccid=105ecfd0283f415f,"Chicago, IL",30+ days ago,,,Vice President - Global Digital-Analytics
74,Linium,"What is the opportunity? A role as a Quantitative Analyst in the Fixed Income and Currencies Team with a focus on researching, developing and implementing",160000.0,mid_level,http://www.indeed.com/rc/clk?jk=5553d65da2516e5c&fccid=20b65f49f833a003,"New York, NY 10004 (Financial District area)",30+ days ago,,,Quantitative Analyst
75,Amazon Corporate LLC,"Strong communication and data presentation skills. As a principal machine learning scientist, you guide a team of machine learning scientists about technology...",160000.0,mid_level,http://www.indeed.com/rc/clk?jk=b124597db2f329bb&fccid=fe2d21eef233e94a,"Seattle, WA",30+ days ago,,,Principal Machine Learning Scientist
76,Jobspring Partners,"As a Senior Data Scientist, you would be responsible for guiding junior data scientists as well as collaborating closely with the engineering team to expand on...",160000.0,mid_level,http://www.indeed.com/rc/clk?jk=f7ca6610477379c5&fccid=4a2d2fbadf14d480,"Baltimore, MD",30+ days ago,140000.0,180000.0,Data Scientist
77,Jobspring Partners,"They build an open source parallel distributed in-memory machine learning platform which allows customers to quickly build high-performance, sophisticated ML...",160000.0,mid_level,http://www.indeed.com/rc/clk?jk=0bc1579c6e720d16&fccid=4a2d2fbadf14d480,"San Jose, CA 95113 (Downtown area)",30+ days ago,140000.0,180000.0,Senior UI Engineer - Machine Learning
78,Selby Jennings,Manage and grow a small team of data scientists. Develop various statistical models through data collection and data filtering that will be used by the...,160000.0,mid_level,http://www.indeed.com/rc/clk?jk=8106361b6ee51437&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,,,Associate/VP Data Driven Equity Researcher
79,Selby Jennings,"Credit Research Analyst – Banks / Financials Selby Jennings’ client, a Tier One Global Bank, is looking to add a Credit Research Analyst to its New York",160000.0,mid_level,http://www.indeed.com/rc/clk?jk=47fed78b021ee020&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,150000.0,175000.0,Credit Research Analyst – Banks / Financials
80,Selby Jennings,Manage and grow a small team of data scientists. Develop various statistical models through data collection and data filtering that will be used by the...,160000.0,mid_level,http://www.indeed.com/rc/clk?jk=bd5283d8f80af1f8&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,,,VP/Director Quantitative Data Manager - Equity ETF
81,Oscar Technology,"Work with data scientist to identify data needs, sources, and structure to support client issues problem solving....",160000.0,mid_level,http://www.indeed.com/cmp/Oscar-Technology/jobs/Big-Data-Analytic-Manager-e2a5c1c0e18a816f?r=1&fccid=91b9efb3f8516152,"Houston, TX",30+ days ago,160000.0,,Big Data Analytics Manager
82,Workbridge Associates,This person will be working alongside the Data Engineer who has already developed the data pipeline and will own the Data Science stack....,160000.0,entry_level,http://www.indeed.com/rc/clk?jk=4f37003fc4a53372&fccid=a6920e0a635e5c4e,"Mountain View, CA",2 days ago,120000.0,200000.0,Data Scientist
83,Jobspring Partners,"A well-known established company is looking for a Data Scientist and is willing to pay up to $170,000. You will be part of the growth team, and will have...",160000.0,entry_level,http://www.indeed.com/rc/clk?jk=7c28908721dceeb4&fccid=4a2d2fbadf14d480,"San Jose, CA 95113 (Downtown area)",9 days ago,150000.0,170000.0,Data Scientist
84,Workbridge Associates,A leading technology company is looking for Data Scientists to join their Engineering team to help transform data into insights....,160000.0,entry_level,http://www.indeed.com/rc/clk?jk=29cae43d91ffde56&fccid=a6920e0a635e5c4e,"San Francisco, CA",8 days ago,150000.0,180000.0,Lead Data Scientist (Life Sciences)
85,Workbridge Associates,A leading San Francisco consumer web and personalized shopping company is looking to add a Data Scientist to their Human Computation team....,160000.0,entry_level,http://www.indeed.com/rc/clk?jk=d3c6c514d961c30d&fccid=a6920e0a635e5c4e,"San Francisco, CA",10 days ago,140000.0,180000.0,Data Science (Human Computation)
